airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
SQ,Singapore Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A380-800,489,1524.47
U2,easyJet,LTN,London,MEX,Mexico City,LTN-MEX,1,B777-300ER,360,1613.04
LH,Lufthansa,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-9,290,1391.73
EY,Etihad Airways,GIG,Rio de Janeiro,MXP,Milan,GIG-MXP,1,B777-300ER,360,1274.05
IB,Iberia,CDG,Paris,JFK,New York,CDG-JFK,0,B787-9,290,1107.58
U2,easyJet,MIA,Miami,LGW,London,MIA-LGW,1,B787-9,290,916.62
BA,British Airways,LGW,London,GRU,Sao Paulo,LGW-GRU,0,A380-800,489,1268.96
AF,Air France,CDG,Paris,YUL,Montreal,CDG-YUL,0,A350-900,315,744.06
AF,Air France,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B787-9,290,1793.12
KL,KLM,LHR,London,ORD,Chicago,LHR-ORD,0,A380-800,489,917.48
NZ,Air New Zealand,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1057.78
SV,Saudia,YUL,Montreal,CDG,Paris,YUL-CDG,0,A350-900,315,1226.3
AV,Avianca,LTN,London,MEX,Mexico City,LTN-MEX,1,A380-800,489,576.09
FR,Ryanair,YVR,Vancouver,LHR,London,YVR-LHR,0,A350-900,315,1048.72
AV,Avianca,BOG,Bogota,RUH,Riyadh,BOG-RUH,0,B787-8,242,630.62
AA,American Airlines,DXB,Dubai,LIM,Lima,DXB-LIM,1,A330-300,277,477.85
AF,Air France,ORY,Paris,YVR,Vancouver,ORY-YVR,1,B777-300ER,360,1476.18
AC,Air Canada,YVR,Vancouver,FCO,Rome,YVR-FCO,0,A350-900,315,1138.63
EK,Emirates,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,1050.52
SQ,Singapore Airlines,SIN,Singapore,SCL,Santiago,SIN-SCL,0,A350-900,315,970.01
AI,Air India,DEL,Delhi,BCN,Barcelona,DEL-BCN,0,B777-300ER,360,1109.9
KL,KLM,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B787-9,290,1547.73
SQ,Singapore Airlines,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B777-300ER,360,1648.44
BR,EVA Air,BCN,Barcelona,TPE,Taipei,BCN-TPE,1,B777-300ER,360,1085.64
CX,Cathay Pacific,HKG,Hong Kong,BGY,Milan,HKG-BGY,0,A380-800,489,1043.33
LX,SWISS,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,A380-800,489,1752.88
NH,ANA,HND,Tokyo,YUL,Montreal,HND-YUL,0,A350-900,315,1568.16
LX,SWISS,MEX,Mexico City,ZRH,Zurich,MEX-ZRH,1,A380-800,489,929.3
TK,Turkish Airlines,SIN,Singapore,SLC,Salt Lake City,SIN-SLC,1,A380-800,489,1219.17
LA,LATAM Airlines,ATL,Atlanta,MSP,Minneapolis,ATL-MSP,1,A320,180,252.3
BR,EVA Air,MIA,Miami,DEL,Delhi,MIA-DEL,1,A380-800,489,952.18
QR,Qatar Airways,CDG,Paris,JFK,New York,CDG-JFK,0,A380-800,489,1089.82
SQ,Singapore Airlines,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A350-900,315,1782.32
QF,Qantas,BNE,Brisbane,MEX,Mexico City,BNE-MEX,1,A350-900,315,1453.42
BR,EVA Air,SIN,Singapore,PHL,Philadelphia,SIN-PHL,1,A350-900,315,1413.34
U2,easyJet,CDG,Paris,SYD,Sydney,CDG-SYD,1,A380-800,489,1102.91
QF,Qantas,LTN,London,BNE,Brisbane,LTN-BNE,1,B777-300ER,360,845.63
KL,KLM,AMS,Amsterdam,ORD,Chicago,AMS-ORD,0,A350-900,315,1568.98
IB,Iberia,SYD,Sydney,MAD,Madrid,SYD-MAD,1,A350-900,315,1076.5
NZ,Air New Zealand,JFK,New York,CDG,Paris,JFK-CDG,0,B787-9,290,611.81
AI,Air India,DEL,Delhi,DXB,Dubai,DEL-DXB,0,B787-9,290,659.6
SV,Saudia,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,1340.33
TK,Turkish Airlines,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,B787-9,290,1382.48
TK,Turkish Airlines,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A350-900,315,1477.31
U2,easyJet,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,B787-9,290,844.95
AZ,ITA Airways,JED,Jeddah,DTW,Detroit,JED-DTW,1,A380-800,489,1461.44
NZ,Air New Zealand,LHR,London,SIN,Singapore,LHR-SIN,0,B787-9,290,1373.31
LH,Lufthansa,YUL,Montreal,CDG,Paris,YUL-CDG,0,A380-800,489,1400.56
EK,Emirates,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,A350-900,315,1345.3
U2,easyJet,LTN,London,FRA,Frankfurt,LTN-FRA,1,A321,220,80.97
U2,easyJet,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A380-800,489,1730.89
KE,Korean Air,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B787-9,290,1686.89
AF,Air France,ORY,Paris,NRT,Tokyo,ORY-NRT,0,A380-800,489,1728.2
LH,Lufthansa,JFK,New York,VIE,Vienna,JFK-VIE,1,B787-9,290,937.46
DL,Delta Air Lines,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,895.21
AF,Air France,ORY,Paris,AMS,Amsterdam,ORY-AMS,0,A320,180,178.69
SQ,Singapore Airlines,SIN,Singapore,LHR,London,SIN-LHR,0,A380-800,489,783.52
SV,Saudia,JED,Jeddah,AMS,Amsterdam,JED-AMS,0,B777-300ER,360,897.49
AV,Avianca,JED,Jeddah,BOG,Bogota,JED-BOG,1,B767-300ER,261,287.97
UA,United Airlines,ORD,Chicago,LHR,London,ORD-LHR,0,B787-9,290,1342.41
DL,Delta Air Lines,JED,Jeddah,SLC,Salt Lake City,JED-SLC,1,A380-800,489,1038.01
AC,Air Canada,YYZ,Toronto,AUH,Abu Dhabi,YYZ-AUH,1,A350-900,315,894.22
AA,American Airlines,PHL,Philadelphia,LIN,Milan,PHL-LIN,0,B787-9,290,815.21
TK,Turkish Airlines,JFK,New York,CDG,Paris,JFK-CDG,0,B787-9,290,1346.42
TK,Turkish Airlines,IST,Istanbul,MUC,Munich,IST-MUC,0,A320,180,209.97
AZ,ITA Airways,BKK,Bangkok,FCO,Rome,BKK-FCO,1,A380-800,489,726.47
NH,ANA,HND,Tokyo,ORY,Paris,HND-ORY,0,B777-300ER,360,1259.94
AA,American Airlines,MIA,Miami,STN,London,MIA-STN,1,B787-9,290,592.94
QF,Qantas,MIA,Miami,YYZ,Toronto,MIA-YYZ,1,A220-300,145,232.07
AV,Avianca,BOG,Bogota,TPE,Taipei,BOG-TPE,1,B787-9,290,929.73
AC,Air Canada,LHR,London,YVR,Vancouver,LHR-YVR,0,B787-9,290,1772.95
NH,ANA,HND,Tokyo,YYZ,Toronto,HND-YYZ,0,B777-300ER,360,1753.22
JL,Japan Airlines,NRT,Tokyo,AMS,Amsterdam,NRT-AMS,1,A350-900,315,619.32
IB,Iberia,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,1576.73
BA,British Airways,LGW,London,GIG,Rio de Janeiro,LGW-GIG,0,B777-300ER,360,1253.53
EK,Emirates,ORD,Chicago,LHR,London,ORD-LHR,0,B787-9,290,985.15
CX,Cathay Pacific,KUL,Kuala Lumpur,HKG,Hong Kong,KUL-HKG,1,A220-300,145,127.75
IB,Iberia,LHR,London,SIN,Singapore,LHR-SIN,0,A350-900,315,1078.05
IB,Iberia,LHR,London,JFK,New York,LHR-JFK,0,A380-800,489,942.07
AF,Air France,CDG,Paris,RUH,Riyadh,CDG-RUH,0,A350-900,315,1460.19
U2,easyJet,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B777-300ER,360,931.55
CX,Cathay Pacific,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,1707.74
AF,Air France,MUC,Munich,LIM,Lima,MUC-LIM,1,A350-900,315,550.39
LX,SWISS,ZRH,Zurich,VIE,Vienna,ZRH-VIE,1,A220-300,145,156.24
SV,Saudia,PHL,Philadelphia,NBO,Nairobi,PHL-NBO,1,A350-900,315,1124.9
AF,Air France,ORY,Paris,HKG,Hong Kong,ORY-HKG,0,B777-300ER,360,625.25
KE,Korean Air,PHL,Philadelphia,ICN,Seoul,PHL-ICN,1,A380-800,489,929.79
EY,Etihad Airways,JNB,Johannesburg,BOM,Mumbai,JNB-BOM,1,B777-300ER,360,847.41
FR,Ryanair,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,A350-900,315,1011.05
AI,Air India,JFK,New York,CDG,Paris,JFK-CDG,0,A380-800,489,827.85
NZ,Air New Zealand,AKL,Auckland,MEL,Melbourne,AKL-MEL,0,A220-300,145,146.0
KL,KLM,ATL,Atlanta,GIG,Rio de Janeiro,ATL-GIG,1,B787-9,290,1079.02
QF,Qantas,BNE,Brisbane,YYZ,Toronto,BNE-YYZ,1,A380-800,489,775.75
LA,LATAM Airlines,IAH,Houston,GRU,Sao Paulo,IAH-GRU,1,B787-9,290,1170.02
AF,Air France,IAH,Houston,ORY,Paris,IAH-ORY,1,B777-300ER,360,799.95
UA,United Airlines,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,715.5
KE,Korean Air,ICN,Seoul,MUC,Munich,ICN-MUC,0,B777-300ER,360,1011.49
DL,Delta Air Lines,SLC,Salt Lake City,GIG,Rio de Janeiro,SLC-GIG,1,A380-800,489,681.44
UA,United Airlines,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-9,290,1420.49
CX,Cathay Pacific,HKG,Hong Kong,YYZ,Toronto,HKG-YYZ,0,A350-900,315,1320.74
AC,Air Canada,YUL,Montreal,MUC,Munich,YUL-MUC,0,A380-800,489,1742.37
NH,ANA,NRT,Tokyo,MXP,Milan,NRT-MXP,1,B777-300ER,360,1420.23
NZ,Air New Zealand,AKL,Auckland,YVR,Vancouver,AKL-YVR,0,B787-9,290,1414.69
JL,Japan Airlines,IST,Istanbul,EWR,Newark,IST-EWR,1,A350-900,315,654.22
AV,Avianca,BOG,Bogota,ATL,Atlanta,BOG-ATL,0,B777-300ER,360,1341.1
QR,Qatar Airways,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B777-300ER,360,1105.47
U2,easyJet,LTN,London,NBO,Nairobi,LTN-NBO,0,A380-800,489,758.72
AZ,ITA Airways,FCO,Rome,DFW,Dallas,FCO-DFW,0,A380-800,489,1510.73
TK,Turkish Airlines,MSP,Minneapolis,LAX,Los Angeles,MSP-LAX,1,A220-300,145,245.26
BA,British Airways,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A380-800,489,619.73
AF,Air France,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1138.11
AA,American Airlines,DFW,Dallas,MEX,Mexico City,DFW-MEX,1,A321,220,268.71
KE,Korean Air,HKG,Hong Kong,LAX,Los Angeles,HKG-LAX,0,B787-9,290,1074.97
AZ,ITA Airways,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,755.12
AV,Avianca,YYZ,Toronto,LHR,London,YYZ-LHR,0,B787-9,290,1604.9
LX,SWISS,ZRH,Zurich,BNE,Brisbane,ZRH-BNE,0,B787-9,290,652.56
QR,Qatar Airways,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,B787-9,290,1488.94
SQ,Singapore Airlines,YUL,Montreal,LAX,Los Angeles,YUL-LAX,1,A320,180,99.31
AF,Air France,ORY,Paris,MUC,Munich,ORY-MUC,0,A321,220,248.83
QR,Qatar Airways,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,A380-800,489,1628.96
NH,ANA,HND,Tokyo,PHL,Philadelphia,HND-PHL,0,A350-900,315,1347.94
AC,Air Canada,YYZ,Toronto,LTN,London,YYZ-LTN,1,A380-800,489,1109.99
LX,SWISS,GVA,Geneva,MSP,Minneapolis,GVA-MSP,0,A380-800,489,909.35
CX,Cathay Pacific,HKG,Hong Kong,MAD,Madrid,HKG-MAD,0,B777-300ER,360,764.47
U2,easyJet,YUL,Montreal,CDG,Paris,YUL-CDG,0,B777-300ER,360,1325.97
NZ,Air New Zealand,TPE,Taipei,CAI,Cairo,TPE-CAI,1,B777-300ER,360,649.78
BA,British Airways,SIN,Singapore,SYD,Sydney,SIN-SYD,0,B787-9,290,1017.43
TK,Turkish Airlines,IST,Istanbul,DXB,Dubai,IST-DXB,0,B777-300ER,360,1606.76
NZ,Air New Zealand,LHR,London,DXB,Dubai,LHR-DXB,0,B777-300ER,360,1087.37
UA,United Airlines,DEN,Denver,KUL,Kuala Lumpur,DEN-KUL,0,A350-900,315,779.29
AZ,ITA Airways,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,1439.29
IB,Iberia,MAD,Madrid,TPE,Taipei,MAD-TPE,0,A380-800,489,1090.07
AF,Air France,LHR,London,YVR,Vancouver,LHR-YVR,0,A380-800,489,1107.67
LX,SWISS,ZRH,Zurich,EWR,Newark,ZRH-EWR,0,A380-800,489,1368.42
AI,Air India,DEL,Delhi,RUH,Riyadh,DEL-RUH,0,A380-800,489,757.3
UA,United Airlines,ICN,Seoul,SIN,Singapore,ICN-SIN,1,B737-800,189,218.39
UA,United Airlines,BCN,Barcelona,SFO,San Francisco,BCN-SFO,1,B777-300ER,360,598.05
AZ,ITA Airways,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,979.24
SQ,Singapore Airlines,SIN,Singapore,DXB,Dubai,SIN-DXB,1,B787-9,290,583.51
QF,Qantas,SYD,Sydney,LHR,London,SYD-LHR,0,B777-300ER,360,1308.88
EK,Emirates,DXB,Dubai,MAD,Madrid,DXB-MAD,0,B777-300ER,360,1451.59
U2,easyJet,MXP,Milan,DTW,Detroit,MXP-DTW,0,B777-300ER,360,716.49
SV,Saudia,JFK,New York,SLC,Salt Lake City,JFK-SLC,1,B737-800,189,199.37
EY,Etihad Airways,KUL,Kuala Lumpur,DXB,Dubai,KUL-DXB,1,A380-800,489,645.25
CX,Cathay Pacific,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,960.41
IB,Iberia,MAD,Madrid,MUC,Munich,MAD-MUC,0,A220-300,145,207.76
EK,Emirates,SYD,Sydney,LAX,Los Angeles,SYD-LAX,0,B787-9,290,986.72
BA,British Airways,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,A380-800,489,1152.01
IB,Iberia,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,1526.4
NZ,Air New Zealand,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A350-900,315,1617.08
LH,Lufthansa,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-9,290,607.18
AC,Air Canada,YVR,Vancouver,HND,Tokyo,YVR-HND,0,B787-9,290,1324.16
LA,LATAM Airlines,GRU,Sao Paulo,SYD,Sydney,GRU-SYD,1,A380-800,489,1405.25
LA,LATAM Airlines,GRU,Sao Paulo,NBO,Nairobi,GRU-NBO,1,B787-8,242,672.74
SQ,Singapore Airlines,MEL,Melbourne,SIN,Singapore,MEL-SIN,0,A380-800,489,1642.29
SV,Saudia,MXP,Milan,RUH,Riyadh,MXP-RUH,1,A350-900,315,1518.86
KL,KLM,JFK,New York,LHR,London,JFK-LHR,0,A380-800,489,1383.29
U2,easyJet,LHR,London,MXP,Milan,LHR-MXP,1,B737-800,189,111.95
AV,Avianca,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A350-900,315,1005.78
FR,Ryanair,STN,London,HND,Tokyo,STN-HND,1,A350-900,315,752.53
TK,Turkish Airlines,SYD,Sydney,DXB,Dubai,SYD-DXB,0,B777-300ER,360,1107.94
EK,Emirates,DXB,Dubai,AMS,Amsterdam,DXB-AMS,0,A350-900,315,1219.52
NZ,Air New Zealand,AKL,Auckland,BOG,Bogota,AKL-BOG,1,B777-300ER,360,1024.65
DL,Delta Air Lines,DOH,Doha,JFK,New York,DOH-JFK,0,A350-900,315,1407.2
KE,Korean Air,SYD,Sydney,SIN,Singapore,SYD-SIN,0,B777-300ER,360,993.91
TK,Turkish Airlines,IST,Istanbul,DFW,Dallas,IST-DFW,1,B777-300ER,360,1023.9
NZ,Air New Zealand,AKL,Auckland,IST,Istanbul,AKL-IST,0,A380-800,489,1331.22
AF,Air France,ORY,Paris,AKL,Auckland,ORY-AKL,0,B787-9,290,749.18
LX,SWISS,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,B787-9,290,941.22
SQ,Singapore Airlines,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A350-900,315,1528.15
CX,Cathay Pacific,HKG,Hong Kong,YVR,Vancouver,HKG-YVR,1,A380-800,489,675.58
U2,easyJet,DOH,Doha,MXP,Milan,DOH-MXP,1,A380-800,489,1553.85
LH,Lufthansa,JFK,New York,DOH,Doha,JFK-DOH,0,B787-9,290,958.49
LH,Lufthansa,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,604.14
CX,Cathay Pacific,HKG,Hong Kong,SLC,Salt Lake City,HKG-SLC,0,B777-300ER,360,641.46
DL,Delta Air Lines,LAX,Los Angeles,JNB,Johannesburg,LAX-JNB,1,B777-300ER,360,893.3
AV,Avianca,MUC,Munich,BOG,Bogota,MUC-BOG,1,B787-9,290,1091.57
FR,Ryanair,EWR,Newark,DFW,Dallas,EWR-DFW,1,A320,180,101.22
KL,KLM,AMS,Amsterdam,DFW,Dallas,AMS-DFW,0,A380-800,489,1207.61
AV,Avianca,BOG,Bogota,CLT,Charlotte,BOG-CLT,0,A380-800,489,1283.01
SV,Saudia,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,791.88
KL,KLM,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-9,290,1565.82
QF,Qantas,BNE,Brisbane,NRT,Tokyo,BNE-NRT,1,B777-300ER,360,1656.31
U2,easyJet,LHR,London,YYZ,Toronto,LHR-YYZ,0,B777-300ER,360,939.27
BR,EVA Air,VIE,Vienna,TPE,Taipei,VIE-TPE,1,A380-800,489,1203.06
SV,Saudia,JED,Jeddah,GIG,Rio de Janeiro,JED-GIG,0,A330-300,277,704.34
AI,Air India,JED,Jeddah,TPE,Taipei,JED-TPE,1,A380-800,489,1378.72
AI,Air India,YVR,Vancouver,LHR,London,YVR-LHR,0,B787-9,290,1207.3
KE,Korean Air,DOH,Doha,LHR,London,DOH-LHR,0,B787-9,290,977.99
U2,easyJet,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B777-300ER,360,1442.64
NH,ANA,FRA,Frankfurt,ORD,Chicago,FRA-ORD,0,A350-900,315,1646.87
TK,Turkish Airlines,YUL,Montreal,BGY,Milan,YUL-BGY,1,B777-300ER,360,798.31
KL,KLM,CDG,Paris,YUL,Montreal,CDG-YUL,0,A380-800,489,1462.32
DL,Delta Air Lines,ATL,Atlanta,HND,Tokyo,ATL-HND,0,B787-9,290,995.45
IB,Iberia,DOH,Doha,LHR,London,DOH-LHR,0,B777-300ER,360,901.77
BR,EVA Air,FCO,Rome,TPE,Taipei,FCO-TPE,1,B787-9,290,1070.9
CX,Cathay Pacific,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A350-900,315,1309.89
UA,United Airlines,LTN,London,DFW,Dallas,LTN-DFW,1,B777-300ER,360,1530.75
AZ,ITA Airways,CDG,Paris,JFK,New York,CDG-JFK,0,A350-900,315,1495.83
AC,Air Canada,BNE,Brisbane,YYZ,Toronto,BNE-YYZ,1,A380-800,489,1041.59
AC,Air Canada,SIN,Singapore,LHR,London,SIN-LHR,0,A350-900,315,1255.24
BR,EVA Air,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,A380-800,489,1767.04
CX,Cathay Pacific,HKG,Hong Kong,BKK,Bangkok,HKG-BKK,0,B737-800,189,94.83
LH,Lufthansa,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1468.0
AZ,ITA Airways,SIN,Singapore,SYD,Sydney,SIN-SYD,0,B777-300ER,360,1775.45
TK,Turkish Airlines,IST,Istanbul,YUL,Montreal,IST-YUL,0,B777-300ER,360,989.48
AF,Air France,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,A380-800,489,1280.84
KL,KLM,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A380-800,489,889.73
TK,Turkish Airlines,LHR,London,SIN,Singapore,LHR-SIN,0,B787-9,290,1133.73
LA,LATAM Airlines,GRU,Sao Paulo,RUH,Riyadh,GRU-RUH,0,A330-300,277,327.56
JL,Japan Airlines,HND,Tokyo,LGW,London,HND-LGW,1,B787-9,290,629.03
LH,Lufthansa,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1681.04
SV,Saudia,RUH,Riyadh,LAX,Los Angeles,RUH-LAX,0,A380-800,489,933.34
AF,Air France,CDG,Paris,JFK,New York,CDG-JFK,0,A380-800,489,1078.32
NH,ANA,NRT,Tokyo,YUL,Montreal,NRT-YUL,0,B777-300ER,360,1192.24
BA,British Airways,LHR,London,EWR,Newark,LHR-EWR,0,B787-9,290,1164.31
KE,Korean Air,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,1228.53
QF,Qantas,BNE,Brisbane,ORD,Chicago,BNE-ORD,0,B777-300ER,360,1570.03
LA,LATAM Airlines,LIM,Lima,IAH,Houston,LIM-IAH,0,A350-900,315,685.55
LH,Lufthansa,VIE,Vienna,AMS,Amsterdam,VIE-AMS,1,A220-300,145,150.86
FR,Ryanair,BGY,Milan,KUL,Kuala Lumpur,BGY-KUL,1,B777-300ER,360,1184.55
SV,Saudia,RUH,Riyadh,SCL,Santiago,RUH-SCL,0,B767-300ER,261,771.09
DL,Delta Air Lines,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A350-900,315,1797.73
AV,Avianca,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,981.93
AF,Air France,ORY,Paris,BGY,Milan,ORY-BGY,0,A220-300,145,270.8
FR,Ryanair,ORD,Chicago,LHR,London,ORD-LHR,0,A350-900,315,1346.65
UA,United Airlines,SFO,San Francisco,DUB,Dublin,SFO-DUB,1,B777-300ER,360,1175.85
SV,Saudia,JED,Jeddah,LGW,London,JED-LGW,0,B787-9,290,658.21
EK,Emirates,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,1647.18
LA,LATAM Airlines,DUB,Dublin,SCL,Santiago,DUB-SCL,1,B787-9,290,579.15
QF,Qantas,MEL,Melbourne,YUL,Montreal,MEL-YUL,0,B787-9,290,1181.75
SV,Saudia,RUH,Riyadh,NRT,Tokyo,RUH-NRT,0,A380-800,489,1788.04
SQ,Singapore Airlines,KUL,Kuala Lumpur,TPE,Taipei,KUL-TPE,1,B737-800,189,95.06
AF,Air France,LAX,Los Angeles,SLC,Salt Lake City,LAX-SLC,1,B737-800,189,140.98
AF,Air France,CDG,Paris,AUH,Abu Dhabi,CDG-AUH,0,A380-800,489,1785.43
KE,Korean Air,ICN,Seoul,GRU,Sao Paulo,ICN-GRU,1,B787-9,290,1198.48
KL,KLM,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B777-300ER,360,1301.37
QF,Qantas,YUL,Montreal,CDG,Paris,YUL-CDG,0,B787-9,290,601.31
EK,Emirates,JFK,New York,LHR,London,JFK-LHR,0,B777-300ER,360,1570.49
EY,Etihad Airways,LIN,Milan,AUH,Abu Dhabi,LIN-AUH,1,B787-9,290,936.06
BA,British Airways,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A350-900,315,1609.84
SV,Saudia,JED,Jeddah,MSP,Minneapolis,JED-MSP,1,B787-9,290,688.03
AC,Air Canada,YVR,Vancouver,YUL,Montreal,YVR-YUL,1,A220-300,145,204.85
QF,Qantas,DOH,Doha,LHR,London,DOH-LHR,0,B777-300ER,360,970.52
EK,Emirates,LIM,Lima,NBO,Nairobi,LIM-NBO,1,B787-8,242,838.94
AC,Air Canada,YUL,Montreal,SFO,San Francisco,YUL-SFO,0,A321,220,80.81
NZ,Air New Zealand,MXP,Milan,MEL,Melbourne,MXP-MEL,1,B777-300ER,360,980.75
NZ,Air New Zealand,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,893.63
KE,Korean Air,DXB,Dubai,LHR,London,DXB-LHR,0,A350-900,315,637.35
LA,LATAM Airlines,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,B777-300ER,360,1347.25
SQ,Singapore Airlines,JFK,New York,DOH,Doha,JFK-DOH,0,B777-300ER,360,1176.68
AA,American Airlines,LIN,Milan,CPT,Cape Town,LIN-CPT,1,A350-900,315,706.57
QR,Qatar Airways,MSP,Minneapolis,YYZ,Toronto,MSP-YYZ,1,A220-300,145,111.24
AI,Air India,ORY,Paris,DEL,Delhi,ORY-DEL,1,B787-9,290,1182.7
KL,KLM,AMS,Amsterdam,HKG,Hong Kong,AMS-HKG,1,B787-9,290,827.59
KE,Korean Air,ICN,Seoul,ORY,Paris,ICN-ORY,1,A380-800,489,1147.82
NZ,Air New Zealand,CDG,Paris,LAX,Los Angeles,CDG-LAX,0,B787-9,290,882.68
LH,Lufthansa,JFK,New York,VIE,Vienna,JFK-VIE,1,A380-800,489,1056.38
FR,Ryanair,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,873.6
CX,Cathay Pacific,AMS,Amsterdam,BOG,Bogota,AMS-BOG,1,B787-9,290,1366.08
NZ,Air New Zealand,ORD,Chicago,LHR,London,ORD-LHR,0,B777-300ER,360,1353.22
JL,Japan Airlines,MSP,Minneapolis,HND,Tokyo,MSP-HND,1,A380-800,489,848.56
DL,Delta Air Lines,MSP,Minneapolis,CLT,Charlotte,MSP-CLT,0,A220-300,145,207.8
BA,British Airways,LGW,London,IAH,Houston,LGW-IAH,0,A380-800,489,843.03
EY,Etihad Airways,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,B787-9,290,1253.58
IB,Iberia,MAD,Madrid,CLT,Charlotte,MAD-CLT,0,B787-9,290,1155.32
QR,Qatar Airways,DOH,Doha,CPT,Cape Town,DOH-CPT,0,A321XLR,200,292.12
AZ,ITA Airways,FCO,Rome,DXB,Dubai,FCO-DXB,0,B787-9,290,1211.91
TK,Turkish Airlines,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A380-800,489,852.12
U2,easyJet,CDG,Paris,JFK,New York,CDG-JFK,0,B777-300ER,360,846.44
AF,Air France,KUL,Kuala Lumpur,DOH,Doha,KUL-DOH,1,B787-9,290,1276.98
KE,Korean Air,LHR,London,LAX,Los Angeles,LHR-LAX,0,A350-900,315,730.53
LA,LATAM Airlines,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B787-9,290,1323.15
EY,Etihad Airways,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B777-300ER,360,1568.74
FR,Ryanair,DEN,Denver,STN,London,DEN-STN,1,B787-9,290,1411.98
AZ,ITA Airways,LIN,Milan,NBO,Nairobi,LIN-NBO,0,A380-800,489,717.95
KE,Korean Air,SIN,Singapore,SLC,Salt Lake City,SIN-SLC,1,A350-900,315,1355.42
AC,Air Canada,ICN,Seoul,YVR,Vancouver,ICN-YVR,1,A380-800,489,1502.77
FR,Ryanair,LAX,Los Angeles,FRA,Frankfurt,LAX-FRA,0,B787-9,290,863.34
FR,Ryanair,BGY,Milan,SIN,Singapore,BGY-SIN,0,A350-900,315,1263.94
AC,Air Canada,SYD,Sydney,DXB,Dubai,SYD-DXB,0,A350-900,315,1213.66
